id,date,home_team,home_team_score,visit_team,visit_team_score
400828625,2016-02-03,Brooklyn Nets,100,Indiana,114
400828641,2016-02-05,Brooklyn Nets,128,Sacramento,119
400828651,2016-02-06,Philadelphia,103,Brooklyn Nets,98
400828665,2016-02-08,Brooklyn Nets,105,Denver,104
400828680,2016-02-10,Brooklyn Nets,90,Memphis,109
400828694,2016-02-19,Brooklyn Nets,109,NY Knicks,98
400828714,2016-02-21,Brooklyn Nets,96,Charlotte,104
400828731,2016-02-23,Portland,112,Brooklyn Nets,104
400828745,2016-02-25,Phoenix,106,Brooklyn Nets,116
400828763,2016-02-27,Utah,96,Brooklyn Nets,98
400828783,2016-03-01,Los Angeles,107,Brooklyn Nets,101
400828807,2016-03-04,Denver,120,Brooklyn Nets,121
400828813,2016-03-05,Minnesota,132,Brooklyn Nets,118
400828831,2016-03-08,Toronto,104,Brooklyn Nets,99
400828851,2016-03-11,Philadelphia,95,Brooklyn Nets,89
400828872,2016-03-13,Brooklyn Nets,100,Milwaukee,109
400828886,2016-03-15,Brooklyn Nets,131,Philadelphia,114
400828903,2016-03-17,Chicago,118,Brooklyn Nets,102
400828917,2016-03-19,Detroit,115,Brooklyn Nets,103
400828939,2016-03-22,Brooklyn Nets,100,Charlotte,105
400828956,2016-03-24,Brooklyn Nets,104,Cleveland,95
400828969,2016-03-26,Brooklyn Nets,120,Indiana,110
400828984,2016-03-28,Miami,110,Brooklyn Nets,99
400828995,2016-03-29,Orlando,139,Brooklyn Nets,105
400829009,2016-03-31,Cleveland,107,Brooklyn Nets,87
400829017,2016-04-01,NY Knicks,105,Brooklyn Nets,91
400829030,2016-04-03,Brooklyn Nets,87,New Orleans,106
400829054,2016-04-06,Washington,121,Brooklyn Nets,103
400829065,2016-04-08,Charlotte,113,Brooklyn Nets,99
400829086,2016-04-10,Indiana,129,Brooklyn Nets,105
400829093,2016-04-11,Brooklyn Nets,111,Washington,120
400829105,2016-04-13,Brooklyn Nets,96,Toronto,103
400827899,2016-10-28,Milwaukee,97,New York Knicks,122
400827906,2016-10-29,New York Knicks,101,Atlanta,112
400827921,2016-10-31,Washington,110,New York Knicks,117
400827935,2016-11-02,New York Knicks,84,San Antonio,94
400827950,2016-11-04,Cleveland,96,New York Knicks,86
400827966,2016-11-06,New York Knicks,92,Milwaukee,99
400827982,2016-11-08,New York Knicks,99,Los Angeles,95
400827996,2016-11-10,Toronto,109,New York Knicks,111
400828000,2016-11-11,Charlotte,95,New York Knicks,93
400828017,2016-11-13,New York Knicks,84,Cleveland,90
400828032,2016-11-15,New York Knicks,95,New Orleans,87
400828049,2016-11-17,New York Knicks,102,Charlotte,94
400828070,2016-11-20,Oklahoma City,90,New York Knicks,93
400828081,2016-11-21,Houston,102,New York Knicks,107
400828091,2016-11-23,Miami,95,New York Knicks,78
400828103,2016-11-25,Orlando,100,New York Knicks,91
400828117,2016-11-27,New York Knicks,78,Miami,97
400828139,2016-11-29,New York Knicks,111,Houston,116
400828158,2016-12-02,New York Knicks,99,Philadelphia,87
400828170,2016-12-04,New York Knicks,108,Brooklyn,91
400828182,2016-12-05,Milwaukee,106,New York Knicks,91
400828194,2016-12-07,New York Knicks,97,Dallas,104
400828214,2016-12-09,Utah,106,New York Knicks,85
400828219,2016-12-10,Sacramento,99,New York Knicks,97
400828239,2016-12-12,Portland,110,New York Knicks,112
400828262,2016-12-16,New York Knicks,107,Minnesota,102
400828275,2016-12-18,Philadelphia,97,New York Knicks,107
400828287,2016-12-19,New York Knicks,107,Chicago,91
400828299,2016-12-21,New York Knicks,99,Orlando,107
400828311,2016-12-23,Cleveland,91,New York Knicks,84
400828329,2016-12-26,Atlanta,117,New York Knicks,98
400828341,2016-12-27,Boston,100,New York Knicks,91
400828356,2016-12-29,New York Knicks,108,Detroit,96
400828380,2016-01-01,Chicago,108,New York Knicks,81
400828393,2016-01-03,New York Knicks,111,Atlanta,97
400828408,2016-01-05,Atlanta,101,New York Knicks,107
400828412,2016-01-06,Miami,90,New York Knicks,98
400828433,2016-01-08,San Antonio,100,New York Knicks,99
400828449,2016-01-10,New York Knicks,100,Milwaukee,88
400828458,2016-01-12,New York Knicks,120,Boston,114
400828466,2016-01-13,Brooklyn,110,New York Knicks,104
400828494,2016-01-16,Memphis,103,New York Knicks,95
400828502,2016-01-18,New York Knicks,119,Philadelphia,113
400828519,2016-01-20,New York Knicks,118,Utah,111
400828535,2016-01-22,New York Knicks,88,LA,116
400828542,2016-01-23,Charlotte,97,New York Knicks,84
400828566,2016-01-26,New York Knicks,122,Oklahoma City,128
400828581,2016-01-28,Toronto,103,New York Knicks,93
400828587,2016-01-29,New York Knicks,102,Phoenix,84
400828605,2016-01-31,New York Knicks,95,Golden State,116
400828617,2016-02-02,New York Knicks,89,Boston,97
400828633,2016-02-04,Detroit,111,New York Knicks,105
400828643,2016-02-05,New York Knicks,85,Memphis,91
400828657,2016-02-07,New York Knicks,96,Denver,101
400828672,2016-02-09,New York Knicks,108,Washington,111
400828694,2016-02-19,Brooklyn,109,New York Knicks,98
400828708,2016-02-20,Minnesota,95,New York Knicks,103
400828722,2016-02-22,New York Knicks,95,Toronto,122
400828733,2016-02-24,Indiana,108,New York Knicks,105
400828750,2016-02-26,New York Knicks,108,Orlando,95
400828770,2016-02-28,New York Knicks,81,Miami,98
400828780,2016-03-01,New York Knicks,85,Portland,104
400828802,2016-03-04,Boston,105,New York Knicks,104
400828810,2016-03-05,New York Knicks,102,Detroit,89
400828833,2016-03-08,Denver,110,New York Knicks,94
400828843,2016-03-09,Phoenix,97,New York Knicks,128
400828859,2016-03-11,LA,101,New York Knicks,94
400828874,2016-03-13,Los Angeles,87,New York Knicks,90
400828898,2016-03-16,Golden State,121,New York Knicks,85
400828919,2016-03-19,Washington,99,New York Knicks,89
400828929,2016-03-20,New York Knicks,80,Sacramento,88
400828947,2016-03-23,Chicago,107,New York Knicks,115
400828957,2016-03-24,New York Knicks,106,Chicago,94
400828973,2016-03-26,New York Knicks,93,Cleveland,107
400828989,2016-03-28,New Orleans,99,New York Knicks,91
400829004,2016-03-30,Dallas,91,New York Knicks,89
400829017,2016-04-01,New York Knicks,105,Brooklyn,91
400829038,2016-04-03,New York Knicks,87,Indiana,92
400829056,2016-04-06,New York Knicks,97,Charlotte,111
400829067,2016-04-08,Philadelphia,102,New York Knicks,109
400829089,2016-04-10,New York Knicks,89,Toronto,93
400829099,2016-04-12,Indiana,102,New York Knicks,90
400827892,2016-10-28,Boston,112,Philadelphia 76ers,95
400827910,2016-10-30,Philadelphia 76ers,71,Utah,99
400827933,2016-11-02,Philadelphia 76ers,100,Cleveland,107
400827952,2016-11-04,Milwaukee,91,Philadelphia 76ers,87
400827965,2016-11-06,Cleveland,108,Philadelphia 76ers,102
400827974,2016-11-07,Philadelphia 76ers,97,Orlando,105
400827987,2016-11-09,Philadelphia 76ers,88,Chicago,111
400828002,2016-11-11,Philadelphia 76ers,103,Toronto,119
400828021,2016-11-13,Oklahoma City,102,Philadelphia 76ers,85
400828029,2016-11-14,San Antonio,92,Philadelphia 76ers,83
400828039,2016-11-16,Philadelphia 76ers,86,Dallas,92
400828054,2016-11-18,Philadelphia 76ers,85,Indiana,112
400828065,2016-11-20,Charlotte,113,Philadelphia 76ers,88
400828080,2016-11-21,Miami,96,Philadelphia 76ers,91
400828093,2016-11-23,Minnesota,100,Philadelphia 76ers,95
400828104,2016-11-25,Boston,84,Philadelphia 76ers,80
400828119,2016-11-27,Houston,116,Philadelphia 76ers,114
400828138,2016-11-29,Memphis,92,Philadelphia 76ers,84
400828150,2016-12-01,Philadelphia 76ers,103,Los Angeles,91
400828158,2016-12-02,NY Knicks,99,Philadelphia 76ers,87
400828176,2016-12-05,Philadelphia 76ers,105,Denver,108
400828192,2016-12-07,Philadelphia 76ers,68,San Antonio,119
400828216,2016-12-10,Brooklyn,100,Philadelphia 76ers,91
400828222,2016-12-11,Philadelphia 76ers,95,Detroit,107
400828242,2016-12-13,Toronto,96,Philadelphia 76ers,76
400828248,2016-12-14,Chicago,115,Philadelphia 76ers,96
400828263,2016-12-16,Atlanta,127,Philadelphia 76ers,106
400828275,2016-12-18,Philadelphia 76ers,97,NY Knicks,107
400828292,2016-12-20,Cleveland,108,Philadelphia 76ers,86
400828306,2016-12-22,Philadelphia 76ers,90,Memphis,104
400828317,2016-12-23,Milwaukee,113,Philadelphia 76ers,100
400828338,2016-12-26,Phoenix,104,Philadelphia 76ers,111
400828354,2016-12-28,Utah,95,Philadelphia 76ers,91
400828370,2016-12-30,Sacramento,105,Philadelphia 76ers,110
400828381,2016-01-01,Los Angeles,93,Philadelphia 76ers,84
400828392,2016-01-02,LA,130,Philadelphia 76ers,99
400828399,2016-01-04,Philadelphia 76ers,109,Minnesota,99
400828423,2016-01-07,Philadelphia 76ers,98,Atlanta,126
400828441,2016-01-09,Philadelphia 76ers,95,Toronto,108
400828446,2016-01-10,Philadelphia 76ers,85,Cleveland,95
400828474,2016-01-14,Philadelphia 76ers,111,Chicago,115
400828493,2016-01-16,Philadelphia 76ers,114,Portland,89
400828502,2016-01-18,NY Knicks,119,Philadelphia 76ers,113
400828516,2016-01-20,Orlando,87,Philadelphia 76ers,96
400861758,2016-01-24,Philadelphia 76ers,92,Boston,112
400828564,2016-01-26,Philadelphia 76ers,113,Phoenix,103
400828573,2016-01-27,Detroit,110,Philadelphia 76ers,97
400828594,2016-01-30,Philadelphia 76ers,105,Golden State,108
400828623,2016-02-03,Philadelphia 76ers,86,Atlanta,124
400828640,2016-02-05,Washington,106,Philadelphia 76ers,94
400828651,2016-02-06,Philadelphia 76ers,103,Brooklyn,98
400828664,2016-02-08,Philadelphia 76ers,92,LA,98
400828678,2016-02-10,Philadelphia 76ers,110,Sacramento,114
400828698,2016-02-19,New Orleans,121,Philadelphia 76ers,114
400828717,2016-02-21,Dallas,129,Philadelphia 76ers,103
400828727,2016-02-23,Philadelphia 76ers,115,Orlando,124
400828734,2016-02-24,Detroit,111,Philadelphia 76ers,91
400828749,2016-02-26,Philadelphia 76ers,94,Washington,103
400828768,2016-02-28,Orlando,130,Philadelphia 76ers,116
400828785,2016-03-02,Philadelphia 76ers,99,Charlotte,119
400828801,2016-03-04,Philadelphia 76ers,102,Miami,112
400828822,2016-03-06,Miami,103,Philadelphia 76ers,98
400828838,2016-03-09,Philadelphia 76ers,104,Houston,118
400828851,2016-03-11,Philadelphia 76ers,95,Brooklyn,89
400828863,2016-03-12,Philadelphia 76ers,111,Detroit,125
400828886,2016-03-15,Brooklyn,131,Philadelphia 76ers,114
400828900,2016-03-17,Philadelphia 76ers,94,Washington,99
400828908,2016-03-18,Philadelphia 76ers,97,Oklahoma City,111
400828926,2016-03-20,Philadelphia 76ers,105,Boston,120
400828932,2016-03-21,Indiana,91,Philadelphia 76ers,75
400828951,2016-03-23,Denver,104,Philadelphia 76ers,103
400828978,2016-03-26,Portland,108,Philadelphia 76ers,105
400828981,2016-03-27,Golden State,117,Philadelphia 76ers,105
400828996,2016-03-29,Philadelphia 76ers,85,Charlotte,100
400829015,2016-04-01,Charlotte,100,Philadelphia 76ers,91
400829025,2016-04-02,Philadelphia 76ers,102,Indiana,115
400829041,2016-04-05,Philadelphia 76ers,107,New Orleans,93
400829067,2016-04-08,Philadelphia 76ers,102,NY Knicks,109
400829084,2016-04-10,Philadelphia 76ers,108,Milwaukee,109
400829101,2016-04-12,Toronto,122,Philadelphia 76ers,98
400829109,2016-04-13,Chicago,115,Philadelphia 76ers,105
400827896,2016-10-28,Toronto Raptors,106,Indiana,99
400827911,2016-10-30,Boston,103,Toronto Raptors,113
400827929,2016-11-01,Toronto Raptors,106,Milwaukee,87
400827944,2016-11-03,Dallas,91,Toronto Raptors,102
400827953,2016-11-04,Oklahoma City,98,Toronto Raptors,103
400827962,2016-11-06,Orlando,92,Toronto Raptors,87
400827983,2016-11-08,Miami,96,Toronto Raptors,76
400827996,2016-11-10,Toronto Raptors,109,NY Knicks,111
400828002,2016-11-11,Philadelphia,103,Toronto Raptors,119
400828018,2016-11-13,Toronto Raptors,100,New Orleans,81
400828037,2016-11-15,Sacramento,107,Toronto Raptors,101
400828051,2016-11-17,Golden State,115,Toronto Raptors,110
400828060,2016-11-18,Utah,93,Toronto Raptors,89
400828075,2016-11-20,Los Angeles,91,Toronto Raptors,102
400828083,2016-11-22,LA,80,Toronto Raptors,91
400828106,2016-11-25,Toronto Raptors,103,Cleveland,99
400828126,2016-11-28,Washington,82,Toronto Raptors,84
400828137,2016-11-29,Toronto Raptors,102,Phoenix,107
400828159,2016-12-02,Atlanta,86,Toronto Raptors,96
400828165,2016-12-03,Toronto Raptors,105,Denver,106
400828177,2016-12-05,Toronto Raptors,109,Golden State,112
400828195,2016-12-07,Toronto Raptors,102,Los Angeles,93
400828210,2016-12-09,Toronto Raptors,97,San Antonio,94
400828224,2016-12-11,Toronto Raptors,90,Milwaukee,83
400828242,2016-12-13,Toronto Raptors,96,Philadelphia,76
400828244,2016-12-14,Indiana,106,Toronto Raptors,90
400828270,2016-12-17,Charlotte,109,Toronto Raptors,99
400828277,2016-12-18,Miami,94,Toronto Raptors,108
400828295,2016-12-20,Toronto Raptors,94,Sacramento,104
400828308,2016-12-22,Toronto Raptors,103,Dallas,99
400828328,2016-12-26,Milwaukee,90,Toronto Raptors,111
400828350,2016-12-28,Chicago,104,Toronto Raptors,97
400828364,2016-12-30,Toronto Raptors,94,Washington,91
400828379,2016-01-01,Toronto Raptors,104,Charlotte,94
400828394,2016-01-03,Toronto Raptors,113,Chicago,115
400828398,2016-01-04,Cleveland,122,Toronto Raptors,100
400828416,2016-01-06,Brooklyn,74,Toronto Raptors,91
400828427,2016-01-08,Washington,88,Toronto Raptors,97
400828441,2016-01-09,Philadelphia,95,Toronto Raptors,108
400828475,2016-01-14,Orlando,103,Toronto Raptors,106
400828508,2016-01-18,Toronto Raptors,112,Brooklyn,100
400828520,2016-01-20,Toronto Raptors,115,Boston,109
400828536,2016-01-22,Toronto Raptors,101,Miami,81
400828553,2016-01-24,Toronto Raptors,112,LA,94
400828567,2016-01-26,Toronto Raptors,106,Washington,89
400828581,2016-01-28,Toronto Raptors,103,NY Knicks,93
400828595,2016-01-30,Toronto Raptors,111,Detroit,107
400828614,2016-02-01,Denver,112,Toronto Raptors,93
400828619,2016-02-02,Phoenix,97,Toronto Raptors,104
400828635,2016-02-04,Portland,103,Toronto Raptors,110
400828666,2016-02-08,Detroit,89,Toronto Raptors,103
400828684,2016-02-10,Minnesota,117,Toronto Raptors,112
400828696,2016-02-19,Chicago,116,Toronto Raptors,106
400828716,2016-02-21,Toronto Raptors,98,Memphis,85
400828722,2016-02-22,NY Knicks,95,Toronto Raptors,122
400828736,2016-02-24,Toronto Raptors,114,Minnesota,105
400828751,2016-02-26,Toronto Raptors,99,Cleveland,97
400828766,2016-02-28,Detroit,114,Toronto Raptors,101
400828787,2016-03-02,Toronto Raptors,104,Utah,94
400828803,2016-03-04,Toronto Raptors,117,Portland,115
400828823,2016-03-06,Toronto Raptors,107,Houston,113
400828831,2016-03-08,Toronto Raptors,104,Brooklyn,99
400828846,2016-03-10,Toronto Raptors,104,Atlanta,96
400828864,2016-03-12,Toronto Raptors,112,Miami,104
400828878,2016-03-14,Toronto Raptors,107,Chicago,109
400828887,2016-03-15,Milwaukee,89,Toronto Raptors,107
400828899,2016-03-17,Indiana,94,Toronto Raptors,101
400828910,2016-03-18,Toronto Raptors,105,Boston,91
400828925,2016-03-20,Toronto Raptors,105,Orlando,100
400828944,2016-03-23,Boston,91,Toronto Raptors,79
400828964,2016-03-25,Houston,112,Toronto Raptors,109
400828971,2016-03-26,New Orleans,91,Toronto Raptors,115
400828985,2016-03-28,Toronto Raptors,100,Oklahoma City,119
400829000,2016-03-30,Toronto Raptors,105,Atlanta,97
400829019,2016-04-01,Memphis,95,Toronto Raptors,99
400829027,2016-04-02,San Antonio,102,Toronto Raptors,95
400829043,2016-04-05,Toronto Raptors,96,Charlotte,90
400829060,2016-04-07,Atlanta,95,Toronto Raptors,87
400829070,2016-04-08,Toronto Raptors,111,Indiana,98
400829089,2016-04-10,NY Knicks,89,Toronto Raptors,93
400829101,2016-04-12,Toronto Raptors,122,Philadelphia,98
400829105,2016-04-13,Brooklyn,96,Toronto Raptors,103
400827890,2016-10-27,Golden State Warriors,111,New Orleans,95
400827917,2016-10-30,Houston,92,Golden State Warriors,112
400827922,2016-10-31,New Orleans,120,Golden State Warriors,134
400827938,2016-11-02,Golden State Warriors,119,Memphis,69
400827956,2016-11-04,Golden State Warriors,112,LA,108
400827970,2016-11-06,Golden State Warriors,119,Denver,104
400827979,2016-11-07,Sacramento,94,Golden State Warriors,103
400827991,2016-11-09,Golden State Warriors,109,Detroit,95
400828007,2016-11-11,Memphis,84,Golden State Warriors,100
400828012,2016-11-12,Minnesota,116,Golden State Warriors,129
400828031,2016-11-14,Golden State Warriors,107,Brooklyn,99
400828051,2016-11-17,Golden State Warriors,115,Toronto,110
400828064,2016-11-19,LA,117,Golden State Warriors,124
400828074,2016-11-20,Golden State Warriors,106,Chicago,94
400828087,2016-11-22,Denver,105,Golden State Warriors,118
400828101,2016-11-24,Golden State Warriors,111,Los Angeles,77
400828123,2016-11-27,Phoenix,116,Golden State Warriors,135
400828132,2016-11-28,Golden State Warriors,120,Sacramento,101
400828146,2016-11-30,Utah,103,Golden State Warriors,106
400828155,2016-12-02,Charlotte,99,Golden State Warriors,116
400828177,2016-12-05,Toronto,109,Golden State Warriors,112
400828187,2016-12-06,Brooklyn,98,Golden State Warriors,114
400828201,2016-12-08,Indiana,123,Golden State Warriors,131
400828223,2016-12-11,Boston,119,Golden State Warriors,124
400828238,2016-12-12,Milwaukee,108,Golden State Warriors,95
400828268,2016-12-16,Golden State Warriors,128,Phoenix,103
400828284,2016-12-18,Golden State Warriors,121,Milwaukee,112
400828321,2016-12-23,Golden State Warriors,103,Utah,85
400828325,2016-12-25,Golden State Warriors,89,Cleveland,83
400828355,2016-12-28,Golden State Warriors,122,Sacramento,103
400828367,2016-12-30,Dallas,114,Golden State Warriors,91
400828372,2016-12-31,Houston,110,Golden State Warriors,114
400828391,2016-01-02,Golden State Warriors,111,Denver,108
400828407,2016-01-04,Golden State Warriors,111,Charlotte,101
400828411,2016-01-05,Los Angeles,88,Golden State Warriors,109
400828435,2016-01-08,Portland,108,Golden State Warriors,128
400828443,2016-01-09,Sacramento,116,Golden State Warriors,128
400828455,2016-01-11,Golden State Warriors,111,Miami,103
400828470,2016-01-13,Denver,112,Golden State Warriors,110
400828479,2016-01-14,Golden State Warriors,116,Los Angeles,98
400828492,2016-01-16,Detroit,113,Golden State Warriors,95
400828509,2016-01-18,Cleveland,98,Golden State Warriors,132
400828521,2016-01-20,Chicago,94,Golden State Warriors,125
400828539,2016-01-22,Golden State Warriors,122,Indiana,110
400828562,2016-01-25,Golden State Warriors,120,San Antonio,90
400828578,2016-01-27,Golden State Warriors,127,Dallas,107
400828594,2016-01-30,Philadelphia,105,Golden State Warriors,108
400828605,2016-01-31,NY Knicks,95,Golden State Warriors,116
400828626,2016-02-03,Washington,121,Golden State Warriors,134
400828656,2016-02-06,Golden State Warriors,116,Oklahoma City,108
400828675,2016-02-09,Golden State Warriors,123,Houston,110
400828686,2016-02-10,Phoenix,104,Golden State Warriors,112
400828702,2016-02-19,Portland,137,Golden State Warriors,105
400828709,2016-02-20,LA,112,Golden State Warriors,115
400828723,2016-02-22,Atlanta,92,Golden State Warriors,102
400828735,2016-02-24,Miami,112,Golden State Warriors,118
400828742,2016-02-25,Orlando,114,Golden State Warriors,130
400828761,2016-02-27,Oklahoma City,118,Golden State Warriors,121
400828782,2016-03-01,Golden State Warriors,109,Atlanta,105
400828798,2016-03-03,Golden State Warriors,121,Oklahoma City,106
400828818,2016-03-06,Los Angeles,112,Golden State Warriors,95
400828830,2016-03-07,Golden State Warriors,119,Orlando,113
400828845,2016-03-09,Golden State Warriors,115,Utah,94
400828858,2016-03-11,Golden State Warriors,128,Portland,112
400828868,2016-03-12,Golden State Warriors,123,Phoenix,116
400828883,2016-03-14,Golden State Warriors,125,New Orleans,107
