id,date,home_team,home_team_score,visit_team,visit_team_score
400975517,2018-02-02,Milwaukee,92,New York Knicks,90
400975532,2018-02-04,New York Knicks,96,Atlanta,99
400975547,2018-02-06,New York Knicks,89,Milwaukee,103
400975558,2018-02-08,Toronto,113,New York Knicks,88
400975582,2018-02-11,Indiana,121,New York Knicks,113
400975588,2018-02-12,Philadelphia,108,New York Knicks,92
400975603,2018-02-14,New York Knicks,113,Washington,118
400975614,2018-02-22,Orlando,113,New York Knicks,120
400975632,2018-02-24,New York Knicks,112,Boston,121
400975646,2018-02-26,New York Knicks,111,Golden State,125
400975681,2018-03-02,LA,128,New York Knicks,105
400975695,2018-03-04,Sacramento,102,New York Knicks,99
400975708,2018-03-06,Portland,111,New York Knicks,87
400975727,2018-03-09,Milwaukee,120,New York Knicks,112
400975738,2018-03-11,New York Knicks,106,Toronto,132
400975755,2018-03-13,New York Knicks,97,Dallas,110
400975768,2018-03-15,New York Knicks,110,Philadelphia,118
400975784,2018-03-17,New York Knicks,124,Charlotte,101
400975801,2018-03-19,New York Knicks,110,Chicago,92
400975814,2018-03-21,Miami,119,New York Knicks,98
400975827,2018-03-23,New York Knicks,104,Minnesota,108
400975844,2018-03-25,Washington,97,New York Knicks,101
400975849,2018-03-26,Charlotte,137,New York Knicks,128
400975864,2018-03-28,Philadelphia,118,New York Knicks,101
400975885,2018-03-31,New York Knicks,109,Detroit,115
400975905,2018-04-03,New York Knicks,73,Orlando,97
400975932,2018-04-06,New York Knicks,122,Miami,98
400975938,2018-04-07,New York Knicks,102,Milwaukee,115
400975953,2018-04-09,New York Knicks,109,Cleveland,123
400975966,2018-04-11,Cleveland,98,New York Knicks,110
401029439,2018-04-14,Philadelphia 76ers,130,Miami,103
401029442,2018-04-16,Philadelphia 76ers,103,Miami,113
401029443,2018-04-19,Miami,108,Philadelphia 76ers,128
401029444,2018-04-21,Miami,102,Philadelphia 76ers,106
401029447,2018-04-24,Philadelphia 76ers,104,Miami,91
401031671,2018-04-30,Boston,117,Philadelphia 76ers,101
401031672,2018-05-03,Boston,108,Philadelphia 76ers,103
401031673,2018-05-05,Philadelphia 76ers,98,Boston,101
401031674,2018-05-07,Philadelphia 76ers,103,Boston,92
401031675,2018-05-09,Boston,114,Philadelphia 76ers,112
401029410,2018-04-14,Toronto Raptors,114,Washington,106
401029412,2018-04-17,Toronto Raptors,130,Washington,119
401029413,2018-04-20,Washington,122,Toronto Raptors,103
401029415,2018-04-22,Washington,106,Toronto Raptors,98
401029416,2018-04-25,Toronto Raptors,108,Washington,98
401029419,2018-04-27,Washington,92,Toronto Raptors,102
401031713,2018-05-01,Toronto Raptors,112,Cleveland,113
401031714,2018-05-03,Toronto Raptors,110,Cleveland,128
401031715,2018-05-05,Cleveland,105,Toronto Raptors,103
401031716,2018-05-07,Cleveland,128,Toronto Raptors,93
401029441,2018-04-14,Golden State Warriors,113,San Antonio,92
401029446,2018-04-16,Golden State Warriors,116,San Antonio,101
401029453,2018-04-19,San Antonio,97,Golden State Warriors,110
401029455,2018-04-22,San Antonio,103,Golden State Warriors,90
401029456,2018-04-24,Golden State Warriors,99,San Antonio,91
401031412,2018-04-28,Golden State Warriors,123,New Orleans,101
401031645,2018-05-01,Golden State Warriors,121,New Orleans,116
401031646,2018-05-04,New Orleans,119,Golden State Warriors,100
401031647,2018-05-06,New Orleans,92,Golden State Warriors,118
401031648,2018-05-08,Golden State Warriors,113,New Orleans,104
401032761,2018-05-14,Houston,106,Golden State Warriors,119
401032762,2018-05-16,Houston,127,Golden State Warriors,105
401032763,2018-05-20,Golden State Warriors,126,Houston,85
401032764,2018-05-22,Golden State Warriors,92,Houston,95
401032765,2018-05-24,Houston,98,Golden State Warriors,94
401032766,2018-05-26,Golden State Warriors,115,Houston,86
401032767,2018-05-28,Houston,92,Golden State Warriors,101
400974442,2018-10-19,Los Angeles,92,LA Clippers,108
400974788,2018-10-21,LA Clippers,130,Phoenix,88
400974805,2018-10-24,LA Clippers,102,Utah,84
400974819,2018-10-26,Portland,103,LA Clippers,104
400974835,2018-10-28,LA Clippers,87,Detroit,95
400974851,2018-10-30,LA Clippers,113,Golden State,141
400974867,2018-11-01,LA Clippers,119,Dallas,98
400974882,2018-11-04,LA Clippers,104,Memphis,113
400974888,2018-11-05,LA Clippers,101,Miami,104
400974905,2018-11-07,San Antonio,120,LA Clippers,107
400974923,2018-11-10,Oklahoma City,120,LA Clippers,111
400974929,2018-11-11,New Orleans,111,LA Clippers,103
400974951,2018-11-13,LA Clippers,105,Philadelphia,109
400974971,2018-11-17,Cleveland,118,LA Clippers,113
400974979,2018-11-18,Charlotte,102,LA Clippers,87
400974996,2018-11-20,NY Knicks,107,LA Clippers,85
400975007,2018-11-22,Atlanta,103,LA Clippers,116
400975037,2018-11-25,Sacramento,95,LA Clippers,97
400975048,2018-11-27,LA Clippers,120,Los Angeles,115
400975068,2018-11-30,LA Clippers,107,Utah,126
400975078,2018-12-02,Dallas,108,LA Clippers,82
400975087,2018-12-03,Minnesota,112,LA Clippers,106
400975113,2018-12-06,LA Clippers,107,Minnesota,113
400975126,2018-12-09,LA Clippers,113,Washington,112
400975147,2018-12-11,LA Clippers,96,Toronto,91
400975156,2018-12-13,Orlando,95,LA Clippers,106
400975173,2018-12-15,Washington,100,LA Clippers,91
400975183,2018-12-16,Miami,90,LA Clippers,85
400975200,2018-12-18,San Antonio,109,LA Clippers,91
400975216,2018-12-20,LA Clippers,108,Phoenix,95
400975226,2018-12-22,Houston,118,LA Clippers,128
400975238,2018-12-23,Memphis,115,LA Clippers,112
400975251,2018-12-26,LA Clippers,122,Sacramento,95
400975275,2018-12-29,Los Angeles,106,LA Clippers,121
400975288,2018-12-31,LA Clippers,106,Charlotte,98
400975299,2018-01-02,LA Clippers,113,Memphis,105
400975313,2018-01-04,LA Clippers,117,Oklahoma City,127
400975324,2018-01-06,LA Clippers,105,Golden State,121
400975344,2018-01-08,LA Clippers,108,Atlanta,107
400975359,2018-01-10,Golden State,106,LA Clippers,125
400975362,2018-01-11,Sacramento,115,LA Clippers,121
400975374,2018-01-13,LA Clippers,126,Sacramento,105
400975394,2018-01-15,LA Clippers,113,Houston,102
400975408,2018-01-17,LA Clippers,109,Denver,104
400975427,2018-01-20,Utah,125,LA Clippers,113
400975441,2018-01-22,LA Clippers,118,Minnesota,126
400975455,2018-01-24,LA Clippers,102,Boston,113
400975464,2018-01-26,Memphis,100,LA Clippers,109
400975479,2018-01-28,New Orleans,103,LA Clippers,112
400975498,2018-01-30,LA Clippers,96,Portland,104
400975521,2018-02-03,LA Clippers,113,Chicago,103
400975542,2018-02-05,LA Clippers,104,Dallas,101
400975563,2018-02-09,Detroit,95,LA Clippers,108
400975574,2018-02-10,Philadelphia,112,LA Clippers,98
400975589,2018-02-12,Brooklyn,101,LA Clippers,114
400975604,2018-02-14,Boston,119,LA Clippers,129
400975618,2018-02-22,Golden State,134,LA Clippers,127
400975627,2018-02-23,Phoenix,117,LA Clippers,128
400975658,2018-02-27,Denver,120,LA Clippers,122
400975667,2018-02-28,LA Clippers,92,Houston,105
400975681,2018-03-02,LA Clippers,128,NY Knicks,105
400975694,2018-03-04,LA Clippers,123,Brooklyn,120
400975710,2018-03-06,LA Clippers,116,New Orleans,121
400975732,2018-03-09,LA Clippers,116,Cleveland,102
400975737,2018-03-10,LA Clippers,113,Orlando,105
400975756,2018-03-13,Chicago,106,LA Clippers,112
400975769,2018-03-15,Houston,101,LA Clippers,96
400975778,2018-03-16,Oklahoma City,121,LA Clippers,113
400975795,2018-03-18,LA Clippers,109,Portland,122
400975806,2018-03-20,Minnesota,123,LA Clippers,109
400975816,2018-03-21,Milwaukee,120,LA Clippers,127
400975824,2018-03-23,Indiana,109,LA Clippers,104
400975843,2018-03-25,Toronto,106,LA Clippers,117
400975861,2018-03-27,LA Clippers,105,Milwaukee,98
400975868,2018-03-28,Phoenix,99,LA Clippers,111
400975883,2018-03-30,Portland,105,LA Clippers,96
400975892,2018-04-01,LA Clippers,104,Indiana,111
400975914,2018-04-03,LA Clippers,113,San Antonio,110
400975925,2018-04-05,Utah,117,LA Clippers,95
400975937,2018-04-07,LA Clippers,115,Denver,134
400975958,2018-04-09,LA Clippers,100,New Orleans,113
400975974,2018-04-11,LA Clippers,100,Los Angeles,115
400974442,2018-10-19,Los Angeles Lakers,92,LA,108
400974777,2018-10-20,Phoenix,130,Los Angeles Lakers,132
400974791,2018-10-22,Los Angeles Lakers,112,New Orleans,119
400974815,2018-10-25,Los Angeles Lakers,102,Washington,99
400974827,2018-10-27,Los Angeles Lakers,92,Toronto,101
400974833,2018-10-28,Utah,96,Los Angeles Lakers,81
400974855,2018-10-31,Los Angeles Lakers,113,Detroit,93
400974869,2018-11-02,Portland,113,Los Angeles Lakers,110
400974881,2018-11-03,Los Angeles Lakers,124,Brooklyn,112
400974896,2018-11-05,Los Angeles Lakers,107,Memphis,102
400974912,2018-11-08,Boston,107,Los Angeles Lakers,96
400974915,2018-11-09,Washington,111,Los Angeles Lakers,95
400974933,2018-11-11,Milwaukee,98,Los Angeles Lakers,90
400974947,2018-11-13,Phoenix,93,Los Angeles Lakers,100
400974965,2018-11-15,Los Angeles Lakers,109,Philadelphia,115
400974978,2018-11-17,Los Angeles Lakers,113,Phoenix,122
400974991,2018-11-19,Los Angeles Lakers,127,Denver,109
400975003,2018-11-21,Los Angeles Lakers,103,Chicago,94
400975017,2018-11-22,Sacramento,113,Los Angeles Lakers,102
400975048,2018-11-27,LA,120,Los Angeles Lakers,115
400975063,2018-11-29,Los Angeles Lakers,123,Golden State,127
400975083,2018-12-02,Denver,115,Los Angeles Lakers,100
400975089,2018-12-03,Los Angeles Lakers,95,Houston,118
400975114,2018-12-07,Philadelphia,104,Los Angeles Lakers,107
400975128,2018-12-09,Charlotte,99,Los Angeles Lakers,110
400975150,2018-12-12,NY Knicks,113,Los Angeles Lakers,109
400975166,2018-12-14,Cleveland,121,Los Angeles Lakers,112
400975201,2018-12-18,Los Angeles Lakers,114,Golden State,116
400975210,2018-12-20,Houston,116,Los Angeles Lakers,122
400975230,2018-12-22,Golden State,113,Los Angeles Lakers,106
400975242,2018-12-23,Los Angeles Lakers,92,Portland,95
400974449,2018-12-25,Los Angeles Lakers,104,Minnesota,121
400975261,2018-12-27,Los Angeles Lakers,99,Memphis,109
400975275,2018-12-29,Los Angeles Lakers,106,LA,121
400975286,2018-12-31,Houston,148,Los Angeles Lakers,142
400975294,2018-01-01,Minnesota,114,Los Angeles Lakers,96
400975311,2018-01-03,Los Angeles Lakers,96,Oklahoma City,133
400975323,2018-01-05,Los Angeles Lakers,94,Charlotte,108
400975336,2018-01-07,Los Angeles Lakers,132,Atlanta,113
400975348,2018-01-09,Los Angeles Lakers,99,Sacramento,86
400975363,2018-01-11,Los Angeles Lakers,93,San Antonio,81
400975373,2018-01-13,Dallas,101,Los Angeles Lakers,107
400975391,2018-01-15,Memphis,123,Los Angeles Lakers,114
400975406,2018-01-17,Oklahoma City,114,Los Angeles Lakers,90
400975419,2018-01-19,Los Angeles Lakers,99,Indiana,86
400975430,2018-01-21,Los Angeles Lakers,127,NY Knicks,107
400975446,2018-01-23,Los Angeles Lakers,108,Boston,107
400975463,2018-01-26,Chicago,103,Los Angeles Lakers,108
400975481,2018-01-28,Toronto,123,Los Angeles Lakers,111
400975500,2018-01-31,Orlando,127,Los Angeles Lakers,105
400975514,2018-02-02,Brooklyn,99,Los Angeles Lakers,102
400975534,2018-02-04,Oklahoma City,104,Los Angeles Lakers,108
400975550,2018-02-06,Los Angeles Lakers,112,Phoenix,93
400975562,2018-02-08,Los Angeles Lakers,106,Oklahoma City,81
400975576,2018-02-10,Dallas,130,Los Angeles Lakers,123
400975608,2018-02-14,New Orleans,139,Los Angeles Lakers,117
400975612,2018-02-15,Minnesota,119,Los Angeles Lakers,111
400975629,2018-02-23,Los Angeles Lakers,124,Dallas,102
400975637,2018-02-24,Sacramento,108,Los Angeles Lakers,113
400975643,2018-02-26,Atlanta,104,Los Angeles Lakers,123
400975668,2018-03-01,Miami,113,Los Angeles Lakers,131
400975686,2018-03-03,San Antonio,112,Los Angeles Lakers,116
400975702,2018-03-05,Los Angeles Lakers,103,Portland,108
400975717,2018-03-07,Los Angeles Lakers,108,Orlando,107
400975729,2018-03-09,Denver,125,Los Angeles Lakers,116
400975746,2018-03-11,Los Angeles Lakers,127,Cleveland,113
400975761,2018-03-13,Los Angeles Lakers,112,Denver,103
400975765,2018-03-14,Golden State,117,Los Angeles Lakers,106
400975780,2018-03-16,Los Angeles Lakers,91,Miami,92
400975797,2018-03-19,Indiana,110,Los Angeles Lakers,100
400975821,2018-03-22,New Orleans,128,Los Angeles Lakers,125
400975838,2018-03-24,Memphis,93,Los Angeles Lakers,100
400975850,2018-03-26,Detroit,112,Los Angeles Lakers,106
400975869,2018-03-28,Los Angeles Lakers,103,Dallas,93
400975882,2018-03-30,Los Angeles Lakers,122,Milwaukee,124
400975901,2018-04-01,Los Angeles Lakers,83,Sacramento,84
400975912,2018-04-03,Utah,117,Los Angeles Lakers,110
400975920,2018-04-04,Los Angeles Lakers,122,San Antonio,112
400975936,2018-04-06,Los Angeles Lakers,96,Minnesota,113
400975947,2018-04-08,Los Angeles Lakers,97,Utah,112
400975964,2018-04-10,Los Angeles Lakers,99,Houston,105
400975974,2018-04-11,LA,100,Los Angeles Lakers,115
400974767,2018-10-18,Phoenix Suns,76,Portland,124
400974777,2018-10-20,Phoenix Suns,130,Los Angeles,132
400974788,2018-10-21,LA,130,Phoenix Suns,88
400974799,2018-10-23,Phoenix Suns,117,Sacramento,115
400974813,2018-10-25,Phoenix Suns,97,Utah,88
400974834,2018-10-28,Portland,114,Phoenix Suns,107
400974853,2018-10-31,Brooklyn,114,Phoenix Suns,122
400974859,2018-11-01,Washington,116,Phoenix Suns,122
400974875,2018-11-03,NY Knicks,120,Phoenix Suns,107
400974892,2018-11-05,San Antonio,112,Phoenix Suns,95
400974898,2018-11-06,Phoenix Suns,92,Brooklyn,98
400974913,2018-11-08,Phoenix Suns,115,Miami,126
400974925,2018-11-10,Phoenix Suns,112,Orlando,128
400974937,2018-11-11,Phoenix Suns,118,Minnesota,110
400974947,2018-11-13,Phoenix Suns,93,Los Angeles,100
400974967,2018-11-16,Phoenix Suns,116,Houston,142
400974978,2018-11-17,Los Angeles,113,Phoenix Suns,122
400974990,2018-11-19,Phoenix Suns,113,Chicago,105
400975015,2018-11-22,Phoenix Suns,107,Milwaukee,113
400975026,2018-11-24,Phoenix Suns,91,New Orleans,115
400975039,2018-11-26,Minnesota,119,Phoenix Suns,108
400975050,2018-11-28,Chicago,99,Phoenix Suns,104
400975054,2018-11-29,Detroit,131,Phoenix Suns,107
400975077,2018-12-02,Boston,116,Phoenix Suns,111
400975092,2018-12-04,Philadelphia,101,Phoenix Suns,115
400975101,2018-12-05,Toronto,126,Phoenix Suns,113
400975115,2018-12-07,Phoenix Suns,99,Washington,109
400975134,2018-12-09,Phoenix Suns,101,San Antonio,104
400975154,2018-12-12,Sacramento,99,Phoenix Suns,92
400975162,2018-12-13,Phoenix Suns,109,Toronto,115
400975185,2018-12-16,Minnesota,106,Phoenix Suns,108
400975199,2018-12-18,Dallas,91,Phoenix Suns,97
400975216,2018-12-20,LA,108,Phoenix Suns,95
400975220,2018-12-21,Phoenix Suns,97,Memphis,95
400975241,2018-12-23,Phoenix Suns,106,Minnesota,115
400975250,2018-12-26,Phoenix Suns,99,Memphis,97
400975273,2018-12-29,Sacramento,101,Phoenix Suns,111
400975290,2018-12-31,Phoenix Suns,110,Philadelphia,123
400975297,2018-01-02,Phoenix Suns,104,Atlanta,103
400975309,2018-01-03,Denver,134,Phoenix Suns,111
400975319,2018-01-05,San Antonio,103,Phoenix Suns,89
400975334,2018-01-07,Phoenix Suns,114,Oklahoma City,100
400975372,2018-01-12,Phoenix Suns,95,Houston,112
400975382,2018-01-14,Phoenix Suns,97,Indiana,120
400975398,2018-01-16,Portland,118,Phoenix Suns,111
400975417,2018-01-19,Denver,100,Phoenix Suns,108
400975437,2018-01-22,Milwaukee,109,Phoenix Suns,105
400975449,2018-01-24,Indiana,116,Phoenix Suns,101
400975469,2018-01-26,Phoenix Suns,85,NY Knicks,107
400975478,2018-01-28,Houston,113,Phoenix Suns,102
400975486,2018-01-29,Memphis,120,Phoenix Suns,109
400975506,2018-01-31,Phoenix Suns,102,Dallas,88
400975519,2018-02-02,Phoenix Suns,97,Utah,129
400975535,2018-02-04,Phoenix Suns,110,Charlotte,115
400975550,2018-02-06,Los Angeles,112,Phoenix Suns,93
400975556,2018-02-07,Phoenix Suns,81,San Antonio,129
400975578,2018-02-10,Phoenix Suns,113,Denver,123
400975592,2018-02-12,Golden State,129,Phoenix Suns,83
400975609,2018-02-14,Utah,107,Phoenix Suns,97
400975627,2018-02-23,Phoenix Suns,117,LA,128
400975635,2018-02-24,Phoenix Suns,104,Portland,106
400975648,2018-02-26,New Orleans,125,Phoenix Suns,116
400975664,2018-02-28,Memphis,102,Phoenix Suns,110
400975679,2018-03-02,Phoenix Suns,116,Oklahoma City,124
400975689,2018-03-04,Atlanta,113,Phoenix Suns,112
400975698,2018-03-05,Miami,125,Phoenix Suns,103
400975721,2018-03-08,Oklahoma City,115,Phoenix Suns,87
400975733,2018-03-10,Charlotte,122,Phoenix Suns,115
400975760,2018-03-13,Phoenix Suns,107,Cleveland,129
400975773,2018-03-15,Utah,116,Phoenix Suns,88
400975790,2018-03-17,Phoenix Suns,109,Golden State,124
400975809,2018-03-20,Phoenix Suns,88,Detroit,115
400975826,2018-03-23,Cleveland,120,Phoenix Suns,95
400975836,2018-03-24,Orlando,105,Phoenix Suns,99
400975853,2018-03-26,Phoenix Suns,94,Boston,102
400975868,2018-03-28,Phoenix Suns,99,LA,111
400975878,2018-03-30,Houston,104,Phoenix Suns,103
400975899,2018-04-01,Golden State,117,Phoenix Suns,107
400975913,2018-04-03,Phoenix Suns,97,Sacramento,94
400975935,2018-04-06,Phoenix Suns,103,New Orleans,122
400975949,2018-04-08,Phoenix Suns,100,Golden State,117
400975962,2018-04-10,Dallas,97,Phoenix Suns,124
400974768,2018-10-18,Sacramento Kings,100,Houston,105
400974776,2018-10-20,Dallas,88,Sacramento Kings,93
400974786,2018-10-21,Denver,96,Sacramento Kings,79
400974799,2018-10-23,Phoenix,117,Sacramento Kings,115
400974820,2018-10-26,Sacramento Kings,106,New Orleans,114
400974840,2018-10-29,Sacramento Kings,83,Washington,110
400974852,2018-10-31,Indiana,101,Sacramento Kings,83
400974860,2018-11-01,Boston,113,Sacramento Kings,86
400974883,2018-11-04,Detroit,108,Sacramento Kings,99
400974909,2018-11-07,Sacramento Kings,94,Oklahoma City,86
400974918,2018-11-09,Sacramento Kings,109,Philadelphia,108
