,id,Date,player,MIN,FG,FT,3PT,REB,AST,STL,BLK,TO,PF,PTS,3PTsMade,3PTsAttempted,FTsMade,FTsAttempted,FGsMade,FGsAttempted
79,401029434,2018-04-22,Eric Bledsoe,31,3-9,2-3,1-2,1,5,1,2,1,3,9,1.0,2.0,2.0,3.0,3.0,9.0
80,401029434,2018-04-22,Malcolm Brogdon,31,4-7,1-1,1-3,4,2,0,0,1,2,10,1.0,3.0,1.0,1.0,4.0,7.0
81,401029434,2018-04-22,Jabari Parker,25,5-10,4-6,2-3,7,1,2,3,0,2,16,2.0,3.0,4.0,6.0,5.0,10.0
82,401029434,2018-04-22,Thon Maker,31,3-6,0-0,2-5,2,1,0,5,1,3,8,2.0,5.0,0.0,0.0,3.0,6.0
83,401029434,2018-04-22,Matthew Dellavedova,17,1-3,2-2,0-1,3,4,1,0,1,0,4,0.0,1.0,2.0,2.0,1.0,3.0
84,401029434,2018-04-22,Tony Snell,18,1-2,0-0,1-2,2,3,0,0,1,3,3,1.0,2.0,0.0,0.0,1.0,2.0
85,401029435,2018-04-24,Giannis Antetokounmpo,41,5-10,6-9,0-0,10,9,2,2,2,4,16,0.0,0.0,6.0,9.0,5.0,10.0
86,401029435,2018-04-24,Khris Middleton,41,9-21,2-3,3-6,3,2,0,0,1,4,23,3.0,6.0,2.0,3.0,9.0,21.0
87,401029435,2018-04-24,Tyler Zeller,10,0-0,0-0,0-0,3,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
88,401029435,2018-04-24,Eric Bledsoe,34,5-15,4-6,2-5,5,3,3,1,1,1,16,2.0,5.0,4.0,6.0,5.0,15.0
89,401029435,2018-04-24,Malcolm Brogdon,19,1-5,0-0,0-2,1,3,0,0,2,1,2,0.0,2.0,0.0,0.0,1.0,5.0
90,401029435,2018-04-24,Jabari Parker,32,7-15,1-1,2-7,8,2,1,0,2,3,17,2.0,7.0,1.0,1.0,7.0,15.0
91,401029435,2018-04-24,Thon Maker,23,1-5,0-0,0-3,2,0,0,0,0,6,2,0.0,3.0,0.0,0.0,1.0,5.0
92,401029435,2018-04-24,Matthew Dellavedova,16,0-2,0-0,0-2,1,1,1,0,2,1,0,0.0,2.0,0.0,0.0,0.0,2.0
93,401029435,2018-04-24,Shabazz Muhammad,10,4-9,1-1,2-3,3,0,1,0,1,1,11,2.0,3.0,1.0,1.0,4.0,9.0
94,401029435,2018-04-24,Tony Snell,13,0-5,0-0,0-5,1,0,1,0,0,1,0,0.0,5.0,0.0,0.0,0.0,5.0
95,401029435,2018-04-24,Al Horford,38,7-15,6-10,2-5,14,3,0,2,6,3,22,2.0,5.0,6.0,10.0,7.0,15.0
96,401029435,2018-04-24,Semi Ojeleye,31,1-3,2-2,1-3,7,0,0,0,1,4,5,1.0,3.0,2.0,2.0,1.0,3.0
97,401029435,2018-04-24,Jayson Tatum,25,2-7,3-3,1-3,3,4,0,0,0,3,8,1.0,3.0,3.0,3.0,2.0,7.0
98,401029435,2018-04-24,Terry Rozier,33,4-10,6-8,2-6,3,5,1,1,2,2,16,2.0,6.0,6.0,8.0,4.0,10.0
99,401029435,2018-04-24,Jaylen Brown,38,5-13,1-2,3-8,6,2,2,1,0,4,14,3.0,8.0,1.0,2.0,5.0,13.0
100,401029435,2018-04-24,Marcus Morris,26,4-10,1-2,1-4,8,2,1,0,1,0,10,1.0,4.0,1.0,2.0,4.0,10.0
101,401029435,2018-04-24,Aron Baynes,10,2-2,0-0,0-0,2,0,0,0,1,1,4,0.0,0.0,0.0,0.0,2.0,2.0
102,401029435,2018-04-24,Shane Larkin,14,2-2,0-0,0-0,2,2,2,0,1,2,4,0.0,0.0,0.0,0.0,2.0,2.0
103,401029435,2018-04-24,Marcus Smart,25,2-7,5-5,0-2,5,4,1,3,5,2,9,0.0,2.0,5.0,5.0,2.0,7.0
104,401029436,2018-04-26,Al Horford,33,4-8,0-0,2-4,10,4,0,2,2,4,10,2.0,4.0,0.0,0.0,4.0,8.0
105,401029436,2018-04-26,Semi Ojeleye,22,0-1,0-0,0-1,4,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0
106,401029436,2018-04-26,Jayson Tatum,32,6-14,8-9,2-6,3,3,2,0,3,3,22,2.0,6.0,8.0,9.0,6.0,14.0
107,401029436,2018-04-26,Terry Rozier,37,5-17,2-2,4-12,7,5,1,0,1,3,16,4.0,12.0,2.0,2.0,5.0,17.0
108,401029436,2018-04-26,Jaylen Brown,40,6-15,1-3,1-6,5,0,0,1,2,5,14,1.0,6.0,1.0,3.0,6.0,15.0
109,401029436,2018-04-26,Guerschon Yabusele,0,0-0,0-0,0-0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110,401029436,2018-04-26,Marcus Morris,26,5-14,3-3,1-4,1,2,0,0,0,2,14,1.0,4.0,3.0,3.0,5.0,14.0
111,401029436,2018-04-26,Abdel Nader,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112,401029436,2018-04-26,Greg Monroe,3,0-1,0-0,0-0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
113,401029436,2018-04-26,Aron Baynes,9,1-1,0-0,0-0,4,1,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.0
114,401029436,2018-04-26,Shane Larkin,9,1-1,0-0,0-0,1,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.0
115,401029436,2018-04-26,Marcus Smart,26,2-9,2-2,0-3,2,1,0,0,1,1,6,0.0,3.0,2.0,2.0,2.0,9.0
116,401029436,2018-04-26,Giannis Antetokounmpo,41,13-23,5-8,0-2,14,4,1,0,0,1,31,0.0,2.0,5.0,8.0,13.0,23.0
117,401029436,2018-04-26,Khris Middleton,39,7-8,0-0,2-2,5,1,1,0,4,5,16,2.0,2.0,0.0,0.0,7.0,8.0
118,401029436,2018-04-26,Thon Maker,25,2-6,0-0,0-4,7,0,1,1,3,5,4,0.0,4.0,0.0,0.0,2.0,6.0
119,401029436,2018-04-26,Eric Bledsoe,32,3-10,2-4,1-4,0,4,1,1,2,0,9,1.0,4.0,2.0,4.0,3.0,10.0
120,401029436,2018-04-26,Malcolm Brogdon,27,5-7,5-7,1-1,6,2,0,0,0,2,16,1.0,1.0,5.0,7.0,5.0,7.0
121,401029436,2018-04-26,Jabari Parker,26,4-10,0-0,1-3,11,2,1,0,0,0,9,1.0,3.0,0.0,0.0,4.0,10.0
122,401029436,2018-04-26,Tyler Zeller,11,1-1,1-2,0-0,3,0,0,0,0,0,3,0.0,0.0,1.0,2.0,1.0,1.0
123,401029436,2018-04-26,Matthew Dellavedova,16,1-4,0-0,1-4,0,6,0,0,0,2,3,1.0,4.0,0.0,0.0,1.0,4.0
124,401029436,2018-04-26,Tony Snell,22,2-6,0-0,2-6,2,0,1,1,0,1,6,2.0,6.0,0.0,0.0,2.0,6.0
125,401029437,2018-04-28,Giannis Antetokounmpo,42,7-17,7-7,1-4,9,5,1,1,4,5,22,1.0,4.0,7.0,7.0,7.0,17.0
126,401029437,2018-04-28,Khris Middleton,41,11-18,5-5,5-9,2,3,0,1,2,5,32,5.0,9.0,5.0,5.0,11.0,18.0
127,401029437,2018-04-28,Thon Maker,25,2-4,0-0,1-3,6,4,0,0,0,1,5,1.0,3.0,0.0,0.0,2.0,4.0
128,401029437,2018-04-28,Eric Bledsoe,34,9-12,4-4,1-2,4,2,1,0,4,4,23,1.0,2.0,4.0,4.0,9.0,12.0
129,401029437,2018-04-28,Malcolm Brogdon,30,1-8,0-0,0-2,3,4,0,0,1,0,2,0.0,2.0,0.0,0.0,1.0,8.0
130,401029437,2018-04-28,Jabari Parker,29,4-8,1-2,0-1,6,2,2,0,1,4,9,0.0,1.0,1.0,2.0,4.0,8.0
131,401029437,2018-04-28,Tyler Zeller,4,0-0,0-0,0-0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
132,401029437,2018-04-28,Matthew Dellavedova,8,0-1,0-0,0-1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0
133,401029437,2018-04-28,Shabazz Muhammad,3,0-1,0-0,0-0,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
134,401029437,2018-04-28,Jason Terry,20,1-4,0-0,1-4,1,1,0,0,0,0,3,1.0,4.0,0.0,0.0,1.0,4.0
135,401029437,2018-04-28,Tony Snell,3,0-1,0-0,0-1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0
136,401029437,2018-04-28,Al Horford,33,13-17,0-2,0-1,8,3,1,1,4,3,26,0.0,1.0,0.0,2.0,13.0,17.0
137,401029437,2018-04-28,Semi Ojeleye,29,2-4,0-0,1-3,5,0,0,0,1,1,5,1.0,3.0,0.0,0.0,2.0,4.0
138,401029437,2018-04-28,Jayson Tatum,39,7-17,5-5,1-4,6,5,0,1,1,1,20,1.0,4.0,5.0,5.0,7.0,17.0
139,401029437,2018-04-28,Terry Rozier,36,10-16,1-3,5-8,6,9,1,1,2,1,26,5.0,8.0,1.0,3.0,10.0,16.0
140,401029437,2018-04-28,Jaylen Brown,16,1-5,0-2,0-3,1,1,1,0,1,2,2,0.0,3.0,0.0,2.0,1.0,5.0
141,401029437,2018-04-28,Guerschon Yabusele,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,401029437,2018-04-28,Marcus Morris,24,4-8,1-3,1-2,4,0,1,0,0,5,10,1.0,2.0,1.0,3.0,4.0,8.0
143,401029437,2018-04-28,Abdel Nader,1,0-0,2-2,0-0,0,0,0,0,0,0,2,0.0,0.0,2.0,2.0,0.0,0.0
144,401029437,2018-04-28,Aron Baynes,15,4-5,0-0,0-0,7,2,1,0,2,4,8,0.0,0.0,0.0,0.0,4.0,5.0
145,401029437,2018-04-28,Shane Larkin,14,2-5,3-3,1-2,1,2,1,0,0,1,8,1.0,2.0,3.0,3.0,2.0,5.0
146,401029437,2018-04-28,Marcus Smart,32,2-7,1-1,0-3,4,6,3,1,3,5,5,0.0,3.0,1.0,1.0,2.0,7.0
147,401031671,2018-04-30,Dario Saric,33,5-11,2-2,0-4,7,4,1,0,0,2,12,0.0,4.0,2.0,2.0,5.0,11.0
148,401031671,2018-04-30,Robert Covington,27,0-6,3-3,0-4,2,1,2,1,0,1,3,0.0,4.0,3.0,3.0,0.0,6.0
149,401031671,2018-04-30,Joel Embiid,35,12-21,5-6,2-5,13,5,1,0,3,2,31,2.0,5.0,5.0,6.0,12.0,21.0
150,401031671,2018-04-30,Ben Simmons,42,6-11,6-11,0-0,7,6,2,1,7,4,18,0.0,0.0,6.0,11.0,6.0,11.0
151,401031671,2018-04-30,Jj Redick,34,7-13,4-5,2-7,3,3,0,0,1,4,20,2.0,7.0,4.0,5.0,7.0,13.0
152,401031671,2018-04-30,Richaun Holmes,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
153,401031671,2018-04-30,Ersan Ilyasova,21,2-9,2-4,0-3,9,2,1,0,1,1,6,0.0,3.0,2.0,4.0,2.0,9.0
154,401031671,2018-04-30,Amir Johnson,5,0-0,0-0,0-0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
155,401031671,2018-04-30,Tj Mcconnell,6,0-1,0-0,0-0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
156,401031671,2018-04-30,Jerryd Bayless,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,401031671,2018-04-30,Justin Anderson,5,0-1,0-0,0-1,2,0,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0
158,401031671,2018-04-30,Marco Belinelli,28,3-9,4-4,1-2,1,1,0,0,0,2,11,1.0,2.0,4.0,4.0,3.0,9.0
159,401031671,2018-04-30,Al Horford,33,10-12,4-4,2-3,7,4,0,0,2,3,26,2.0,3.0,4.0,4.0,10.0,12.0
160,401031671,2018-04-30,Jayson Tatum,40,8-16,11-12,1-5,3,2,0,1,4,1,28,1.0,5.0,11.0,12.0,8.0,16.0
161,401031671,2018-04-30,Aron Baynes,29,2-4,0-0,2-3,6,1,0,1,1,4,6,2.0,3.0,0.0,0.0,2.0,4.0
162,401031671,2018-04-30,Marcus Smart,32,3-12,1-1,2-8,3,9,1,0,1,4,9,2.0,8.0,1.0,1.0,3.0,12.0
163,401031671,2018-04-30,Terry Rozier,35,11-18,0-0,7-9,8,6,2,1,2,2,29,7.0,9.0,0.0,0.0,11.0,18.0
164,401031671,2018-04-30,Guerschon Yabusele,2,0-1,0-0,0-0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
165,401031671,2018-04-30,Semi Ojeleye,22,1-4,0-0,1-2,1,0,1,0,0,1,3,1.0,2.0,0.0,0.0,1.0,4.0
166,401031671,2018-04-30,Marcus Morris,28,5-12,0-0,1-4,5,1,0,1,0,2,11,1.0,4.0,0.0,0.0,5.0,12.0
167,401031671,2018-04-30,Abdel Nader,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
168,401031671,2018-04-30,Shane Larkin,18,1-6,2-2,1-1,3,4,0,0,0,3,5,1.0,1.0,2.0,2.0,1.0,6.0
169,401031672,2018-05-03,Dario Saric,34,4-13,4-4,2-6,9,3,0,0,2,3,14,2.0,6.0,4.0,4.0,4.0,13.0
170,401031672,2018-05-03,Robert Covington,40,8-15,2-2,4-7,9,2,2,2,0,5,22,4.0,7.0,2.0,2.0,8.0,15.0
171,401031672,2018-05-03,Joel Embiid,37,8-22,3-6,1-6,14,5,1,1,2,5,20,1.0,6.0,3.0,6.0,8.0,22.0
172,401031672,2018-05-03,Ben Simmons,31,0-4,1-2,0-0,5,7,0,1,5,2,1,0.0,0.0,1.0,2.0,0.0,4.0
173,401031672,2018-05-03,Jj Redick,36,9-17,0-0,5-9,3,2,1,0,0,1,23,5.0,9.0,0.0,0.0,9.0,17.0
174,401031672,2018-05-03,Ersan Ilyasova,16,2-6,0-0,0-1,6,1,1,0,0,1,4,0.0,1.0,0.0,0.0,2.0,6.0
175,401031672,2018-05-03,Amir Johnson,9,0-0,0-0,0-0,1,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
176,401031672,2018-05-03,Tj Mcconnell,17,4-4,0-0,0-0,1,5,2,0,0,1,8,0.0,0.0,0.0,0.0,4.0,4.0
177,401031672,2018-05-03,Marco Belinelli,20,5-11,0-0,1-4,1,3,0,0,2,1,11,1.0,4.0,0.0,0.0,5.0,11.0
178,401031672,2018-05-03,Al Horford,37,5-9,3-3,0-2,12,5,1,0,1,1,13,0.0,2.0,3.0,3.0,5.0,9.0
179,401031672,2018-05-03,Jayson Tatum,33,7-14,5-6,2-4,2,2,1,1,2,2,21,2.0,4.0,5.0,6.0,7.0,14.0
180,401031672,2018-05-03,Aron Baynes,21,2-6,0-0,1-3,4,0,0,0,1,1,5,1.0,3.0,0.0,0.0,2.0,6.0
181,401031672,2018-05-03,Marcus Smart,39,6-13,3-5,4-10,5,3,2,1,3,4,19,4.0,10.0,3.0,5.0,6.0,13.0
182,401031672,2018-05-03,Terry Rozier,38,6-15,4-4,4-9,7,9,1,1,0,1,20,4.0,9.0,4.0,4.0,6.0,15.0
183,401031672,2018-05-03,Semi Ojeleye,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
184,401031672,2018-05-03,Marcus Morris,28,3-8,3-4,2-3,6,3,0,0,0,3,11,2.0,3.0,3.0,4.0,3.0,8.0
185,401031672,2018-05-03,Greg Monroe,6,2-4,0-0,0-0,1,0,1,0,0,1,4,0.0,0.0,0.0,0.0,2.0,4.0
186,401031672,2018-05-03,Shane Larkin,10,1-1,0-0,0-0,0,0,0,0,1,1,2,0.0,0.0,0.0,0.0,1.0,1.0
