,id,Date,player,MIN,FG,3PT,FT,REB,AST,STL,BLK,TO,PF,PTS,3PTsMade,3PTsAttempted,FTsMade,FTsAttempted,FGsMade,FGsAttempted
0,400899380,2017-10-26,T. Booker,24,4-5,0-0,0-1,7,5,3,0,1,0,8,0.0,0.0,0.0,1.0,4.0,5.0
1,400899380,2017-10-26,B. Bogdanovic,23,9-17,0-0,3-8,5,0,1,0,2,2,21,0.0,0.0,3.0,8.0,9.0,17.0
2,400899380,2017-10-26,R. Hollis-Jefferson,24,1-3,3-4,0-1,2,0,1,0,1,1,5,3.0,4.0,0.0,1.0,1.0,3.0
3,400899380,2017-10-26,B. Lopez,21,1-7,4-4,1-2,5,0,0,0,2,1,7,4.0,4.0,1.0,2.0,1.0,7.0
4,400899380,2017-10-26,J. Lin,28,6-14,4-5,2-5,3,3,0,1,2,1,18,4.0,5.0,2.0,5.0,6.0,14.0
5,400899380,2017-10-26,C. McCullough,4,1-2,0-0,0-0,2,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,2.0
6,400899380,2017-10-26,L. Scola,22,3-8,1-2,1-5,1,3,0,0,2,3,8,1.0,2.0,1.0,5.0,3.0,8.0
7,400899380,2017-10-26,J. Hamilton,25,7-12,2-3,3-6,10,2,0,0,1,4,19,2.0,3.0,3.0,6.0,7.0,12.0
8,400899380,2017-10-26,G. Vasquez,18,0-1,0-0,0-1,0,3,1,0,0,3,0,0.0,0.0,0.0,1.0,0.0,1.0
9,400899380,2017-10-26,I. Whitehead,4,0-0,0-0,0-0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
10,400899380,2017-10-26,S. Kilpatrick,22,5-13,2-2,1-6,4,2,0,0,2,0,13,2.0,2.0,1.0,6.0,5.0,13.0
11,400899380,2017-10-26,J. Harris,25,6-15,0-0,4-9,4,3,2,2,3,3,16,0.0,0.0,4.0,9.0,6.0,15.0
12,400899380,2017-10-26,J. Crowder,29,9-15,0-0,3-8,5,2,2,1,2,2,21,0.0,0.0,3.0,8.0,9.0,15.0
13,400899380,2017-10-26,A. Johnson,20,4-6,0-1,0-0,7,2,1,0,4,2,8,0.0,1.0,0.0,0.0,4.0,6.0
14,400899380,2017-10-26,A. Horford,27,5-8,0-0,1-4,5,6,0,4,2,2,11,0.0,0.0,1.0,4.0,5.0,8.0
15,400899380,2017-10-26,I. Thomas,33,7-14,9-9,2-7,6,8,2,0,3,3,25,9.0,9.0,2.0,7.0,7.0,14.0
16,400899380,2017-10-26,A. Bradley,34,7-15,0-0,3-4,9,6,1,0,3,4,17,0.0,0.0,3.0,4.0,7.0,15.0
17,400899380,2017-10-26,J. Jerebko,19,1-8,2-2,0-5,1,3,4,0,1,1,4,2.0,2.0,0.0,5.0,1.0,8.0
18,400899380,2017-10-26,T. Zeller,16,6-7,1-2,0-0,4,3,0,2,1,2,13,1.0,2.0,0.0,0.0,6.0,7.0
19,400899380,2017-10-26,T. Rozier,28,2-5,0-0,1-2,3,3,2,0,1,2,5,0.0,0.0,1.0,2.0,2.0,5.0
20,400899380,2017-10-26,G. Green,15,4-7,0-0,1-2,5,2,0,0,1,1,9,0.0,0.0,1.0,2.0,4.0,7.0
21,400899380,2017-10-26,J. Brown,19,3-4,3-4,0-0,2,1,1,2,1,1,9,3.0,4.0,0.0,0.0,3.0,4.0
22,400899422,2017-10-27,J. Crowder,35,4-6,5-5,1-2,6,1,2,0,1,4,14,5.0,5.0,1.0,2.0,4.0,6.0
23,400899422,2017-10-27,A. Johnson,16,2-4,1-2,0-0,1,1,0,1,0,3,5,1.0,2.0,0.0,0.0,2.0,4.0
24,400899422,2017-10-27,A. Horford,30,4-9,3-4,0-2,7,5,0,1,1,5,11,3.0,4.0,0.0,2.0,4.0,9.0
25,400899422,2017-10-27,I. Thomas,35,10-15,2-6,3-7,3,4,2,0,5,2,25,2.0,6.0,3.0,7.0,10.0,15.0
26,400899422,2017-10-27,A. Bradley,41,6-12,3-4,1-3,6,5,0,1,2,2,16,3.0,4.0,1.0,3.0,6.0,12.0
27,400899422,2017-10-27,J. Jerebko,10,1-3,1-2,1-1,1,0,0,0,0,2,4,1.0,2.0,1.0,1.0,1.0,3.0
28,400899422,2017-10-27,T. Zeller,20,3-9,0-1,0-0,5,1,0,2,1,3,6,0.0,1.0,0.0,0.0,3.0,9.0
29,400899422,2017-10-27,T. Rozier,23,3-7,0-0,2-5,4,4,2,0,0,1,8,0.0,0.0,2.0,5.0,3.0,7.0
30,400899422,2017-10-27,G. Green,10,1-4,0-0,0-2,2,0,0,1,0,0,2,0.0,0.0,0.0,2.0,1.0,4.0
31,400899422,2017-10-27,J. Brown,20,4-7,0-0,0-1,1,1,0,0,1,3,8,0.0,0.0,0.0,1.0,4.0,7.0
32,400899422,2017-10-27,T. Gibson,28,8-13,2-2,0-0,10,1,0,0,2,2,18,2.0,2.0,0.0,0.0,8.0,13.0
33,400899422,2017-10-27,R. Lopez,27,3-8,2-4,0-0,8,1,0,0,1,2,8,2.0,4.0,0.0,0.0,3.0,8.0
34,400899422,2017-10-27,R. Rondo,33,1-9,1-2,1-2,6,9,2,0,2,1,4,1.0,2.0,1.0,2.0,1.0,9.0
35,400899422,2017-10-27,D. Wade,32,7-18,4-4,4-6,6,5,0,1,3,4,22,4.0,4.0,4.0,6.0,7.0,18.0
36,400899422,2017-10-27,J. Butler,37,6-17,8-12,4-6,7,3,2,0,0,2,24,8.0,12.0,4.0,6.0,6.0,17.0
37,400899422,2017-10-27,N. Mirotic,29,6-11,2-2,1-6,9,1,0,0,3,3,15,2.0,2.0,1.0,6.0,6.0,11.0
38,400899422,2017-10-27,D. McDermott,22,2-5,1-2,0-1,1,1,0,0,1,2,5,1.0,2.0,0.0,1.0,2.0,5.0
39,400899422,2017-10-27,C. Felicio,8,1-2,2-2,0-0,0,0,0,0,0,2,4,2.0,2.0,0.0,0.0,1.0,2.0
40,400899422,2017-10-27,I. Canaan,7,0-3,0-0,0-3,2,1,1,0,0,0,0,0.0,0.0,0.0,3.0,0.0,3.0
41,400899422,2017-10-27,M. Carter-Williams,17,2-6,0-0,1-1,6,3,0,0,0,3,5,0.0,0.0,1.0,1.0,2.0,6.0
42,400899477,2017-10-29,J. Crowder,34,3-9,0-0,3-7,9,4,3,3,3,5,9,0.0,0.0,3.0,7.0,3.0,9.0
43,400899477,2017-10-29,A. Johnson,21,1-4,0-0,0-1,5,1,0,0,1,4,2,0.0,0.0,0.0,1.0,1.0,4.0
44,400899477,2017-10-29,A. Horford,31,6-10,1-2,1-1,4,3,0,2,1,2,14,1.0,2.0,1.0,1.0,6.0,10.0
45,400899477,2017-10-29,I. Thomas,35,9-20,4-7,2-7,1,7,0,0,2,2,24,4.0,7.0,2.0,7.0,9.0,20.0
46,400899477,2017-10-29,A. Bradley,36,11-19,1-2,8-11,11,4,1,0,1,4,31,1.0,2.0,8.0,11.0,11.0,19.0
47,400899477,2017-10-29,J. Jerebko,19,1-1,0-0,1-1,2,1,0,0,2,3,3,0.0,0.0,1.0,1.0,1.0,1.0
48,400899477,2017-10-29,T. Zeller,12,1-1,0-0,0-0,4,1,0,1,0,3,2,0.0,0.0,0.0,0.0,1.0,1.0
49,400899477,2017-10-29,J. Mickey,8,1-3,1-2,0-0,2,1,0,0,0,0,3,1.0,2.0,0.0,0.0,1.0,3.0
50,400899477,2017-10-29,T. Rozier,21,2-4,1-1,0-1,3,2,0,0,2,1,5,1.0,1.0,0.0,1.0,2.0,4.0
51,400899477,2017-10-29,G. Green,11,1-4,2-2,0-2,0,1,0,0,1,1,4,2.0,2.0,0.0,2.0,1.0,4.0
52,400899477,2017-10-29,J. Brown,13,3-6,1-1,0-0,1,0,0,0,0,1,7,1.0,1.0,0.0,0.0,3.0,6.0
53,400899477,2017-10-29,M. Williams,30,3-10,1-2,2-9,3,1,0,1,0,2,9,1.0,2.0,2.0,9.0,3.0,10.0
54,400899477,2017-10-29,M. Kidd-Gilchrist,25,2-5,3-4,0-0,4,0,1,0,0,1,7,3.0,4.0,0.0,0.0,2.0,5.0
55,400899477,2017-10-29,C. Zeller,21,2-4,3-6,0-0,9,1,0,2,1,3,7,3.0,6.0,0.0,0.0,2.0,4.0
56,400899477,2017-10-29,K. Walker,36,10-16,5-6,4-8,2,3,3,0,4,2,29,5.0,6.0,4.0,8.0,10.0,16.0
57,400899477,2017-10-29,N. Batum,33,3-10,5-6,1-5,4,6,0,2,1,2,12,5.0,6.0,1.0,5.0,3.0,10.0
58,400899477,2017-10-29,F. Kaminsky,24,4-8,2-2,1-2,4,3,0,0,1,2,11,2.0,2.0,1.0,2.0,4.0,8.0
59,400899477,2017-10-29,S. Hawes,20,3-9,0-0,0-0,5,4,1,1,1,0,6,0.0,0.0,0.0,0.0,3.0,9.0
60,400899477,2017-10-29,R. Sessions,18,2-4,2-2,1-1,3,3,1,0,0,3,7,2.0,2.0,1.0,1.0,2.0,4.0
61,400899477,2017-10-29,J. Lamb,9,2-7,1-2,0-4,3,0,1,0,0,0,5,1.0,2.0,0.0,4.0,2.0,7.0
62,400899477,2017-10-29,M. Belinelli,23,1-6,3-3,0-3,1,1,1,0,0,2,5,3.0,3.0,0.0,3.0,1.0,6.0
63,400899511,2017-11-02,T. Gibson,26,3-12,2-3,0-0,9,3,2,2,4,2,8,2.0,3.0,0.0,0.0,3.0,12.0
64,400899511,2017-11-02,R. Lopez,14,3-6,2-4,0-0,5,0,0,2,2,1,8,2.0,4.0,0.0,0.0,3.0,6.0
65,400899511,2017-11-02,R. Rondo,34,6-11,0-0,0-2,9,5,1,1,4,3,12,0.0,0.0,0.0,2.0,6.0,11.0
66,400899511,2017-11-02,D. Wade,35,5-13,5-6,0-3,1,4,2,0,0,0,15,5.0,6.0,0.0,3.0,5.0,13.0
67,400899511,2017-11-02,J. Butler,36,8-21,5-5,2-5,9,2,0,0,2,5,23,5.0,5.0,2.0,5.0,8.0,21.0
68,400899511,2017-11-02,N. Mirotic,35,3-6,8-11,3-6,6,1,0,1,2,1,17,8.0,11.0,3.0,6.0,3.0,6.0
69,400899511,2017-11-02,B. Portis,11,2-2,0-0,0-0,7,0,0,1,1,2,4,0.0,0.0,0.0,0.0,2.0,2.0
70,400899511,2017-11-02,D. Valentine,7,1-2,0-0,1-1,0,0,0,0,1,0,3,0.0,0.0,1.0,1.0,1.0,2.0
71,400899511,2017-11-02,C. Felicio,10,0-1,0-0,0-0,1,0,1,0,1,2,0,0.0,0.0,0.0,0.0,0.0,1.0
72,400899511,2017-11-02,I. Canaan,19,1-4,1-2,1-3,0,3,1,0,1,2,4,1.0,2.0,1.0,3.0,1.0,4.0
73,400899511,2017-11-02,J. Grant,13,3-3,0-0,0-0,2,3,0,0,1,1,6,0.0,0.0,0.0,0.0,3.0,3.0
74,400899511,2017-11-02,J. Crowder,14,4-6,0-0,2-2,5,1,0,0,1,1,10,0.0,0.0,2.0,2.0,4.0,6.0
75,400899511,2017-11-02,A. Johnson,30,9-11,1-2,4-4,6,3,3,2,0,2,23,1.0,2.0,4.0,4.0,9.0,11.0
76,400899511,2017-11-02,T. Zeller,25,5-11,1-2,0-0,4,0,1,0,0,3,11,1.0,2.0,0.0,0.0,5.0,11.0
77,400899511,2017-11-02,I. Thomas,36,8-18,3-4,4-7,2,10,3,1,3,3,23,3.0,4.0,4.0,7.0,8.0,18.0
78,400899511,2017-11-02,A. Bradley,39,6-15,0-0,1-7,5,4,0,0,1,4,13,0.0,0.0,1.0,7.0,6.0,15.0
79,400899511,2017-11-02,J. Jerebko,22,2-5,2-2,0-0,6,2,1,0,0,4,6,2.0,2.0,0.0,0.0,2.0,5.0
80,400899511,2017-11-02,J. Mickey,6,0-1,0-0,0-0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0
81,400899511,2017-11-02,M. Smart,34,2-8,2-4,1-6,5,5,1,1,6,1,7,2.0,4.0,1.0,6.0,2.0,8.0
82,400899511,2017-11-02,T. Rozier,13,3-6,0-1,1-2,2,0,0,0,0,1,7,0.0,1.0,1.0,2.0,3.0,6.0
83,400899511,2017-11-02,G. Green,14,1-3,2-2,0-2,1,3,0,0,0,1,4,2.0,2.0,0.0,2.0,1.0,3.0
84,400899511,2017-11-02,J. Young,1,0-0,0-0,0-0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
85,400899511,2017-11-02,J. Brown,8,1-3,0-0,1-2,2,0,1,0,0,4,3,0.0,0.0,1.0,2.0,1.0,3.0
86,400899518,2017-11-03,A. Johnson,26,1-5,1-1,0-2,4,5,0,2,1,3,3,1.0,1.0,0.0,2.0,1.0,5.0
87,400899518,2017-11-03,T. Zeller,28,5-8,1-2,0-0,10,6,0,2,0,3,11,1.0,2.0,0.0,0.0,5.0,8.0
88,400899518,2017-11-03,I. Thomas,34,8-19,14-14,0-6,3,6,0,0,3,3,30,14.0,14.0,0.0,6.0,8.0,19.0
89,400899518,2017-11-03,A. Bradley,39,11-20,2-2,2-6,10,2,1,0,3,2,26,2.0,2.0,2.0,6.0,11.0,20.0
90,400899518,2017-11-03,J. Brown,35,8-16,0-1,3-6,5,2,3,1,1,4,19,0.0,1.0,3.0,6.0,8.0,16.0
91,400899518,2017-11-03,J. Jerebko,13,2-6,0-0,0-0,1,0,0,0,0,2,4,0.0,0.0,0.0,0.0,2.0,6.0
92,400899518,2017-11-03,J. Mickey,10,1-2,0-0,0-0,1,0,0,0,0,4,2,0.0,0.0,0.0,0.0,1.0,2.0
93,400899518,2017-11-03,M. Smart,28,5-9,1-2,3-6,2,2,0,1,0,4,14,1.0,2.0,3.0,6.0,5.0,9.0
94,400899518,2017-11-03,T. Rozier,16,3-5,0-0,1-2,3,2,0,0,0,2,7,0.0,0.0,1.0,2.0,3.0,5.0
95,400899518,2017-11-03,G. Green,9,2-6,0-0,2-4,0,0,0,0,0,1,6,0.0,0.0,2.0,4.0,2.0,6.0
96,400899518,2017-11-03,J. Young,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
97,400899518,2017-11-03,K. Love,33,5-15,12-13,4-8,8,0,0,0,1,0,26,12.0,13.0,4.0,8.0,5.0,15.0
98,400899518,2017-11-03,L. James,36,12-22,5-5,1-4,7,12,1,0,2,2,30,5.0,5.0,1.0,4.0,12.0,22.0
99,400899518,2017-11-03,T. Thompson,31,6-7,3-4,0-0,14,1,1,3,0,1,15,3.0,4.0,0.0,0.0,6.0,7.0
100,400899518,2017-11-03,K. Irving,34,9-18,2-3,3-8,4,6,0,0,3,3,23,2.0,3.0,3.0,8.0,9.0,18.0
101,400899518,2017-11-03,J. Smith,35,1-5,0-0,1-4,2,2,3,2,0,5,3,0.0,0.0,1.0,4.0,1.0,5.0
102,400899518,2017-11-03,C. Frye,15,4-7,0-0,3-3,1,0,1,1,1,2,11,0.0,0.0,3.0,3.0,4.0,7.0
103,400899518,2017-11-03,R. Jefferson,14,1-2,0-0,0-1,3,0,0,0,0,0,2,0.0,0.0,0.0,1.0,1.0,2.0
104,400899518,2017-11-03,J. McRae,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105,400899518,2017-11-03,D. Liggins,1,0-0,0-0,0-0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
106,400899518,2017-11-03,I. Shumpert,26,3-7,7-8,2-5,2,2,0,0,0,4,15,7.0,8.0,2.0,5.0,3.0,7.0
107,400899518,2017-11-03,J. Jones,1,0-0,0-0,0-0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108,400899518,2017-11-03,M. Dunleavy,13,0-1,3-4,0-1,1,1,0,0,0,1,3,3.0,4.0,0.0,1.0,0.0,1.0
109,400899541,2017-11-06,D. Gallinari,41,7-13,0-0,2-4,3,3,0,1,1,1,16,0.0,0.0,2.0,4.0,7.0,13.0
110,400899541,2017-11-06,J. Nurkic,13,1-5,2-4,0-0,6,2,1,1,2,0,4,2.0,4.0,0.0,0.0,1.0,5.0
111,400899541,2017-11-06,N. Jokic,22,4-5,1-1,0-1,5,2,1,1,1,2,9,1.0,1.0,0.0,1.0,4.0,5.0
112,400899541,2017-11-06,E. Mudiay,39,11-18,5-5,3-5,8,2,1,1,7,3,30,5.0,5.0,3.0,5.0,11.0,18.0
113,400899541,2017-11-06,G. Harris,22,5-10,1-1,1-2,4,1,1,1,0,5,12,1.0,1.0,1.0,2.0,5.0,10.0
114,400899541,2017-11-06,K. Faried,24,2-4,8-12,0-0,11,1,1,1,2,3,12,8.0,12.0,0.0,0.0,2.0,4.0
115,400899541,2017-11-06,J. Hernangomez,2,0-0,0-0,0-0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
116,400899541,2017-11-06,W. Chandler,25,8-14,4-5,2-4,5,2,1,0,1,3,22,4.0,5.0,2.0,4.0,8.0,14.0
117,400899541,2017-11-06,J. Murray,13,3-7,1-1,2-4,1,0,0,0,0,0,9,1.0,1.0,2.0,4.0,3.0,7.0
118,400899541,2017-11-06,J. Nelson,36,3-7,2-2,1-3,3,7,1,0,2,5,9,2.0,2.0,1.0,3.0,3.0,7.0
119,400899541,2017-11-06,M. Beasley,2,0-1,0-0,0-0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
120,400899541,2017-11-06,A. Johnson,16,2-5,0-0,0-0,1,4,0,0,0,0,4,0.0,0.0,0.0,0.0,2.0,5.0
121,400899541,2017-11-06,T. Zeller,26,3-7,0-0,0-0,5,2,1,1,1,5,6,0.0,0.0,0.0,0.0,3.0,7.0
122,400899541,2017-11-06,I. Thomas,33,9-17,11-12,1-4,1,5,1,0,4,3,30,11.0,12.0,1.0,4.0,9.0,17.0
123,400899541,2017-11-06,A. Bradley,34,6-17,1-2,1-5,11,6,0,1,0,2,14,1.0,2.0,1.0,5.0,6.0,17.0
124,400899541,2017-11-06,J. Brown,21,1-7,2-2,0-3,3,4,0,1,1,3,4,2.0,2.0,0.0,3.0,1.0,7.0
125,400899541,2017-11-06,J. Jerebko,18,3-6,0-0,1-2,3,0,1,1,1,3,7,0.0,0.0,1.0,2.0,3.0,6.0
126,400899541,2017-11-06,J. Mickey,19,4-4,0-1,0-0,2,1,0,0,1,2,8,0.0,1.0,0.0,0.0,4.0,4.0
127,400899541,2017-11-06,M. Smart,27,6-13,0-0,1-4,5,2,0,0,1,2,13,0.0,0.0,1.0,4.0,6.0,13.0
128,400899541,2017-11-06,D. Jackson,11,2-3,3-4,1-1,3,2,0,0,0,0,8,3.0,4.0,1.0,1.0,2.0,3.0
129,400899541,2017-11-06,T. Rozier,16,2-6,0-0,1-3,2,1,0,0,0,0,5,0.0,0.0,1.0,3.0,2.0,6.0
130,400899541,2017-11-06,G. Green,10,3-4,0-0,2-3,2,4,0,0,1,3,8,0.0,0.0,2.0,3.0,3.0,4.0
131,400899541,2017-11-06,J. Young,9,0-1,0-0,0-0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0
132,400899557,2017-11-09,A. Johnson,24,5-5,0-0,1-1,3,1,1,1,1,4,11,0.0,0.0,1.0,1.0,5.0,5.0
133,400899557,2017-11-09,T. Zeller,14,3-4,0-0,0-0,2,1,0,1,0,0,6,0.0,0.0,0.0,0.0,3.0,4.0
134,400899557,2017-11-09,I. Thomas,35,6-18,10-10,1-6,6,10,0,0,3,4,23,10.0,10.0,1.0,6.0,6.0,18.0
135,400899557,2017-11-09,A. Bradley,38,9-14,0-1,3-7,3,2,2,1,1,3,21,0.0,1.0,3.0,7.0,9.0,14.0
136,400899557,2017-11-09,J. Brown,13,1-2,1-2,0-0,2,0,1,0,2,1,3,1.0,2.0,0.0,0.0,1.0,2.0
137,400899557,2017-11-09,J. Jerebko,12,1-2,0-0,1-2,2,0,0,1,0,0,3,0.0,0.0,1.0,2.0,1.0,2.0
138,400899557,2017-11-09,K. Olynyk,26,1-6,0-0,0-3,6,1,0,0,0,1,2,0.0,0.0,0.0,3.0,1.0,6.0
139,400899557,2017-11-09,J. Mickey,8,1-2,0-0,0-0,2,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,2.0
140,400899557,2017-11-09,M. Smart,36,7-18,2-5,4-9,3,1,1,0,2,3,20,2.0,5.0,4.0,9.0,7.0,18.0
141,400899557,2017-11-09,D. Jackson,4,1-1,0-2,0-0,0,0,0,0,0,0,2,0.0,2.0,0.0,0.0,1.0,1.0
142,400899557,2017-11-09,T. Rozier,14,0-4,0-2,0-1,1,3,0,0,1,0,0,0.0,2.0,0.0,1.0,0.0,4.0
143,400899557,2017-11-09,G. Green,11,0-3,0-0,0-2,1,1,0,0,1,2,0,0.0,0.0,0.0,2.0,0.0,3.0
144,400899557,2017-11-09,J. Young,4,0-2,0-0,0-0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0
145,400899557,2017-11-09,M. Morris,17,2-6,0-0,1-1,6,1,1,0,3,3,5,0.0,0.0,1.0,1.0,2.0,6.0
146,400899557,2017-11-09,O. Porter Jr.,38,14-19,3-3,3-5,14,4,3,3,0,2,34,3.0,3.0,3.0,5.0,14.0,19.0
147,400899557,2017-11-09,M. Gortat,32,6-9,1-2,0-0,9,2,0,2,1,4,13,1.0,2.0,0.0,0.0,6.0,9.0
148,400899557,2017-11-09,J. Wall,31,6-16,6-7,1-3,3,7,0,1,5,3,19,6.0,7.0,1.0,3.0,6.0,16.0
149,400899557,2017-11-09,B. Beal,11,1-8,1-2,0-1,4,1,1,0,0,1,3,1.0,2.0,0.0,1.0,1.0,8.0
150,400899557,2017-11-09,D. Ochefu,3,1-1,0-0,0-0,2,0,0,0,1,2,2,0.0,0.0,0.0,0.0,1.0,1.0
151,400899557,2017-11-09,J. Smith,14,1-3,0-0,0-0,3,2,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,3.0
152,400899557,2017-11-09,A. Nicholson,5,0-0,0-0,0-0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
153,400899557,2017-11-09,K. Oubre Jr.,3,0-0,0-0,0-0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
154,400899557,2017-11-09,T. Satoransky,32,2-6,0-0,0-1,4,4,0,0,0,2,4,0.0,0.0,0.0,1.0,2.0,6.0
155,400899557,2017-11-09,T. Burke,17,7-9,1-2,3-4,1,2,0,0,0,3,18,1.0,2.0,3.0,4.0,7.0,9.0
156,400899557,2017-11-09,M. Thornton,34,5-13,4-4,2-5,4,4,3,0,1,3,16,4.0,4.0,2.0,5.0,5.0,13.0
157,400899557,2017-11-09,S. Mac,3,1-2,0-0,0-1,0,1,0,0,0,0,2,0.0,0.0,0.0,1.0,1.0,2.0
158,400899575,2017-11-11,C. Anthony,12,5-8,1-1,1-1,2,1,0,0,1,2,12,1.0,1.0,1.0,1.0,5.0,8.0
159,400899575,2017-11-11,K. Porzingis,23,5-15,4-4,0-2,6,1,1,2,1,4,14,4.0,4.0,0.0,2.0,5.0,15.0
160,400899575,2017-11-11,J. Noah,22,4-5,1-1,0-0,10,2,1,3,3,0,9,1.0,1.0,0.0,0.0,4.0,5.0
161,400899575,2017-11-11,D. Rose,27,3-10,4-4,1-3,4,6,0,0,7,4,11,4.0,4.0,1.0,3.0,3.0,10.0
162,400899575,2017-11-11,C. Lee,22,0-4,1-1,0-1,1,1,0,1,1,3,1,1.0,1.0,0.0,1.0,0.0,4.0
163,400899575,2017-11-11,M. Kuzminskas,16,2-5,1-2,0-1,2,2,0,0,2,0,5,1.0,2.0,0.0,1.0,2.0,5.0
164,400899575,2017-11-11,L. Thomas,20,3-7,0-0,1-3,5,1,1,1,1,1,7,0.0,0.0,1.0,3.0,3.0,7.0
165,400899575,2017-11-11,K. O'Quinn,3,1-3,0-0,0-0,3,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,3.0
166,400899575,2017-11-11,W. Hernangomez,24,4-13,0-0,0-0,12,3,2,1,5,5,8,0.0,0.0,0.0,0.0,4.0,13.0
167,400899575,2017-11-11,B. Jennings,27,1-7,3-4,1-4,6,2,0,0,3,3,6,3.0,4.0,1.0,4.0,1.0,7.0
168,400899575,2017-11-11,S. Vujacic,9,0-3,0-0,0-2,1,0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0,3.0
169,400899575,2017-11-11,J. Holiday,26,4-11,0-0,2-5,5,0,1,2,1,2,10,0.0,0.0,2.0,5.0,4.0,11.0
170,400899575,2017-11-11,R. Baker,8,1-3,0-0,0-1,0,0,1,1,0,0,2,0.0,0.0,0.0,1.0,1.0,3.0
171,400899575,2017-11-11,A. Johnson,21,0-1,2-2,0-0,3,1,1,0,2,2,2,2.0,2.0,0.0,0.0,0.0,1.0
172,400899575,2017-11-11,K. Olynyk,30,6-11,4-4,3-5,7,3,2,0,3,3,19,4.0,4.0,3.0,5.0,6.0,11.0
173,400899575,2017-11-11,I. Thomas,28,9-17,8-8,3-5,3,4,1,0,2,1,29,8.0,8.0,3.0,5.0,9.0,17.0
174,400899575,2017-11-11,M. Smart,34,5-13,0-0,2-7,6,10,3,0,1,1,12,0.0,0.0,2.0,7.0,5.0,13.0
175,400899575,2017-11-11,A. Bradley,32,5-17,4-4,1-4,10,2,3,0,2,2,15,4.0,4.0,1.0,4.0,5.0,17.0
176,400899575,2017-11-11,J. Jerebko,21,2-4,1-2,0-1,5,1,1,1,0,1,5,1.0,2.0,0.0,1.0,2.0,4.0
177,400899575,2017-11-11,J. Mickey,3,1-2,0-0,0-0,3,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,2.0
178,400899575,2017-11-11,T. Zeller,21,3-6,5-7,0-0,4,0,2,1,3,4,11,5.0,7.0,0.0,0.0,3.0,6.0
179,400899575,2017-11-11,T. Rozier,27,1-8,7-8,1-1,5,1,2,0,0,2,10,7.0,8.0,1.0,1.0,1.0,8.0
180,400899575,2017-11-11,J. Young,3,0-1,0-0,0-1,2,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
181,400899575,2017-11-11,J. Brown,17,3-9,3-8,1-3,4,0,0,1,0,2,10,3.0,8.0,1.0,3.0,3.0,9.0
182,400899575,2017-11-11,G. Green,3,0-1,0-0,0-0,1,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0
183,400899580,2017-11-12,A. Johnson,31,4-8,6-6,0-1,9,3,0,1,3,4,14,6.0,6.0,0.0,1.0,4.0,8.0
184,400899580,2017-11-12,K. Olynyk,28,6-13,2-4,2-6,6,4,0,1,3,5,16,2.0,4.0,2.0,6.0,6.0,13.0
185,400899580,2017-11-12,I. Thomas,29,4-13,14-15,1-2,0,5,1,0,2,4,23,14.0,15.0,1.0,2.0,4.0,13.0
186,400899580,2017-11-12,M. Smart,34,4-11,1-2,0-2,2,2,1,0,0,4,9,1.0,2.0,0.0,2.0,4.0,11.0
187,400899580,2017-11-12,A. Bradley,36,5-11,2-2,1-4,8,5,2,1,4,3,13,2.0,2.0,1.0,4.0,5.0,11.0
188,400899580,2017-11-12,J. Jerebko,21,0-4,0-0,0-2,5,0,0,2,1,1,0,0.0,0.0,0.0,2.0,0.0,4.0
189,400899580,2017-11-12,T. Zeller,16,3-6,1-2,0-0,6,0,0,1,0,0,7,1.0,2.0,0.0,0.0,3.0,6.0
190,400899580,2017-11-12,T. Rozier,22,4-7,1-2,2-4,6,1,1,1,0,0,11,1.0,2.0,2.0,4.0,4.0,7.0
191,400899580,2017-11-12,J. Young,16,5-6,0-0,2-3,3,1,2,0,0,0,12,0.0,0.0,2.0,3.0,5.0,6.0
192,400899580,2017-11-12,J. Brown,7,0-1,0-0,0-1,2,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
